country	region	region_orig	Dif.region_region_orig	regionhash	habitatcode	presence	habitatgroup	annex_I_priority	annex_I_priority_comment
DE	ALP	ALP	TRUE	422e2b309a0381f12d698779bd89a05c	7110	1	"Bogs, mires & fens"	Y	
DE	ATL	ATL	TRUE	f82d09d5dfebf63ba8b696b35de7eb83	7110	1	"Bogs, mires & fens"	Y	
DE	CON	CON	TRUE	aa45b192e409ab834763589255e16516	7110	1	"Bogs, mires & fens"	Y	
DE	ALP	ALP	TRUE	205ba73e1f8466d3417f6df192721aca	7120	1	"Bogs, mires & fens"	N	
DE	ATL	ATL	TRUE	cc1daafcfdb65d4b2b82b1badb4b99dd	7120	1	"Bogs, mires & fens"	N	
DE	CON	CON	TRUE	1c629685f6af9ab4e03b467f51c4e2d0	7120	1	"Bogs, mires & fens"	N	
DE	ALP	ALP	TRUE	25e71ad02fdf953f0b03bbc701ef3e71	7140	1	"Bogs, mires & fens"	N	
DE	ATL	ATL	TRUE	acc23d07e836b47cf4b76ed1660bae41	7140	1	"Bogs, mires & fens"	N	
DE	CON	CON	TRUE	9d1fbec1db83e0a3867d1b286f0bd5c5	7140	1	"Bogs, mires & fens"	N	
DE	ALP	ALP	TRUE	9230f306d8e82b61b4b6c1ab48c17f10	7150	1	"Bogs, mires & fens"	N	
DE	ATL	ATL	TRUE	b9da007af3e7ef13e9f80e67400e163d	7150	1	"Bogs, mires & fens"	N	
DE	CON	CON	TRUE	03f0c14f6220f644e6e0a4d9e073853e	7150	1	"Bogs, mires & fens"	N	
DE	ALP	ALP	TRUE	3688b1898364d3b1ccd6a4541958d006	7210	1	"Bogs, mires & fens"	Y	
DE	ATL	ATL	TRUE	cc37aefeede6520ddb4b7b8dbdd68cf3	7210	1	"Bogs, mires & fens"	Y	
DE	CON	CON	TRUE	73592fb5c7e64a1a1eb22f072d167fef	7210	1	"Bogs, mires & fens"	Y	
DE	ALP	ALP	TRUE	87cd27793974a77aeffd20ad1a565d74	7220	1	"Bogs, mires & fens"	Y	
DE	ATL	ATL	TRUE	41f80a967881f332049415ef9d3cd6a3	7220	1	"Bogs, mires & fens"	Y	
DE	CON	CON	TRUE	fc7f3135f626a2a5660e5058228d17aa	7220	1	"Bogs, mires & fens"	Y	
DE	ALP	ALP	TRUE	0b6b985c664a9464735f45a2abcd718b	7230	1	"Bogs, mires & fens"	N	
DE	ATL	ATL	TRUE	63c935f2c583d6f3907fc74dc4cf38f4	7230	1	"Bogs, mires & fens"	N	
DE	CON	CON	TRUE	7a8c7b325882b36703a9932ce38130bf	7230	1	"Bogs, mires & fens"	N	
DE	ALP	ALP	TRUE	546f794bea672741c6bcd883b5f243bc	7240	1	"Bogs, mires & fens"	Y	
DE	ALP	ALP	TRUE	13e86266d378f6bd93bb9bd3cbaf859d	8110	1	Rocky habitats	N	
DE	CON	CON	TRUE	5b3c4eded69f3cf1787c03e8877875ef	8110	1	Rocky habitats	N	
DE	ALP	ALP	TRUE	17ed4dc2e951b3c6652ab49822b5088a	8120	1	Rocky habitats	N	
DE	CON	CON	TRUE	424472908d0291eeafc6590f9fda6a2c	8150	1	Rocky habitats	N	
DE	ALP	ALP	TRUE	5418db64fe8e5c4cec90d06874104289	8160	1	Rocky habitats	Y	
DE	CON	CON	TRUE	747bba2b4d14de743824da7c09a1818b	8160	1	Rocky habitats	Y	
DE	ALP	ALP	TRUE	1d74fbc4ed3c9c4be1bd4092b8b59b3c	8210	1	Rocky habitats	N	
DE	CON	CON	TRUE	d63d652dea5b6667a84fa20b9c37b80e	8210	1	Rocky habitats	N	
DE	ALP	ALP	TRUE	fd4491a53df3a268c6b33a9b30889e25	8220	1	Rocky habitats	N	
DE	CON	CON	TRUE	3e12b3ee19056a18e8c052ad24326af5	8220	1	Rocky habitats	N	
DE	ATL	ATL	TRUE	795c45db57745ce65a26a342a0547bea	8230	1	Rocky habitats	N	
DE	CON	CON	TRUE	b66bf9a74ead7fefc4f206558875d96d	8230	1	Rocky habitats	N	
DE	ALP	ALP	TRUE	41dce3ff1bd1ae9e4af223756f113838	8310	1	Rocky habitats	N	
DE	CON	CON	TRUE	7fbad6f4214e9f7f6b67a99903c96d5a	8310	1	Rocky habitats	N	
DE	ALP	ALP	TRUE	e95796fab1bf6118f467e65fdfca6b90	8340	1	Rocky habitats	N	
DE	ALP	ALP	TRUE	8fb06be9c83cb7eda2072c273d501203	9110	1	Forests	N	
DE	ATL	ATL	TRUE	2ac8543defe4764fcc1364f2b62680f1	9110	1	Forests	N	
DE	CON	CON	TRUE	6d961d2eb36b1f02b6fe74735581e758	9110	1	Forests	N	
DE	ATL	ATL	TRUE	c7699fa46b64224faa5b112101184131	9120	1	Forests	N	
DE	CON	CON	TRUE		9120	MAR	Forests	N	
DE	ALP	ALP	TRUE	fe0917468a1e3f28b8585a6e49d56584	9130	1	Forests	N	
DE	ATL	ATL	TRUE	66332f074a1799cf83afb9e4ebf1ee50	9130	1	Forests	N	
DE	CON	CON	TRUE	f62f397185b5a0e6e0fc5d1f7e926d16	9130	1	Forests	N	
DE	ALP	ALP	TRUE	8b381c4ff555f4086065f8abc153e92e	9140	1	Forests	N	
DE	CON	CON	TRUE	1077d86ef085b9e85f3788607f8ac572	9140	1	Forests	N	
DE	ALP	ALP	TRUE	e156dcda5d8f46ccc7a162f4662b1fd1	9150	1	Forests	N	
DE	ATL	ATL	TRUE	bf8a9b4c2b9849ec4c860115418a6821	9150	1	Forests	N	
DE	CON	CON	TRUE	4cf8216fc0ecb6626abcef3705816db5	9150	1	Forests	N	
DE	ATL	ATL	TRUE	917643d7d7f5ca5eacd37f1f10e0fcad	9160	1	Forests	N	
DE	CON	CON	TRUE	099f393f9a2555a885125ce9efdb4656	9160	1	Forests	N	
DE	ATL	ATL	TRUE	808796f51cfd265e33969daeb6e1e2ba	9170	1	Forests	N	
DE	CON	CON	TRUE	8706674c71acc1c73868751b051b1ae6	9170	1	Forests	N	
DE	ALP	ALP	TRUE	d5edbea03806c40f27459fb0ea34a363	9180	1	Forests	Y	
DE	ATL	ATL	TRUE		9180	MAR	Forests	Y	
DE	CON	CON	TRUE	daa1d4d6cecf4c603e0d792a4d43c563	9180	1	Forests	Y	
DE	ATL	ATL	TRUE	96e02cc177035408e0300fe77a4aed5a	9190	1	Forests	N	
DE	CON	CON	TRUE	f71f04f765dc1f0aa0746f3b79544285	9190	1	Forests	N	
DE	ALP	ALP	TRUE	0eef5acee35ea4acb01cb232b6b21ae2	91D0	1	Forests	Y	
DE	ATL	ATL	TRUE	5d661fbdded548210d6d62b209d037c7	91D0	1	Forests	Y	
DE	CON	CON	TRUE	6147f496ddfa9b09bae1d29ef89d735a	91D0	1	Forests	Y	
DE	ALP	ALP	TRUE	8855a4f6c19a2ab5e9de9acb6e781a89	9.10E+01	1	Forests	Y	
DE	ATL	ATL	TRUE	db8b2e495233f759b1e8cc01cd9eaff7	9.10E+01	1	Forests	Y	
DE	CON	CON	TRUE	f94c639c122c42c406f56bb9430ac516	9.10E+01	1	Forests	Y	
DE	ATL	ATL	TRUE	b817b274a031dc9b6acc49fac2688826	91F0	1	Forests	N	
DE	CON	CON	TRUE	dcad9e1d6fe77abaf2f63de2acb22125	91F0	1	Forests	N	
DE	CON	CON	TRUE	ce224a5a23538013ec20ba7cd8bfb0fa	91G0	1	Forests	Y	
DE	ATL	ATL	TRUE	51f79e45aeabe50aff39cb50834a5379	91T0	1	Forests	N	
DE	CON	CON	TRUE	f3405ae11177f525e36ae9e7de66ef2f	91T0	1	Forests	N	
DE	CON	CON	TRUE	a137fa9987ea55934c14e1f8970dc72d	91U0	1	Forests	N	
DE	ALP	ALP	TRUE	1db0f84879f4cf6ad9ca6f6013abf78a	9410	1	Forests	N	
DE	CON	CON	TRUE	c594c7f4a434151f03a7049c86e14038	9410	1	Forests	N	
DE	ALP	ALP	TRUE	06bc232f1a0a05facbd742276cb51f41	9420	1	Forests	N	
DK	MATL	MATL	TRUE	0795d40ce2bf7b097bf511f23122ca83	1110	1	Coastal habitats	N	
DK	MBAL	MBAL	TRUE	b3c4dbb7714a6f04863ceffa5315dc16	1110	1	Coastal habitats	N	
DK	MATL	MATL	TRUE	ae2f6b97c77ac27edb094f4970829300	1130	1	Coastal habitats	N	
DK	MBAL	MBAL	TRUE	fabfd4fec90b6146d6791fa31a49ef0d	1130	1	Coastal habitats	N	
DK	MATL	MATL	TRUE	f2771e7aba69681b38b8cae2ea040a30	1140	1	Coastal habitats	N	
DK	MBAL	MBAL	TRUE	ce43651254a6ae6e0898034065304d1a	1140	1	Coastal habitats	N	
DK	ATL	ATL	TRUE	12bab9ba31ced516c6c291a029b3c8bc	1150	1	Coastal habitats	Y	
DK	CON	CON	TRUE	c3a18554726f8ba5362c27ef8835e528	1150	1	Coastal habitats	Y	
DK	MATL	MATL	TRUE	b69b86ac8c31881d70e14b7f25099705	1160	1	Coastal habitats	N	
DK	MBAL	MBAL	TRUE	faf5b6564466165b6b0e1509eeb65f98	1160	1	Coastal habitats	N	
DK	MATL	MATL	TRUE	2fdb24e6376a36ab7117ab7c8044dad6	1170	1	Coastal habitats	N	
DK	MBAL	MBAL	TRUE	bbcd60a5e360b6c2c5ac5df496dbc0fe	1170	1	Coastal habitats	N	
DK	MATL	MATL	TRUE	96fad63247697537daa4cc7ef0f42b43	1180	1	Coastal habitats	N	
DK	ATL	ATL	TRUE	9d4c2d3e45846788a9937628e91c1b17	1210	1	Coastal habitats	N	
DK	CON	CON	TRUE	e18b034177aef7ad8229fcc1ec2f92a4	1210	1	Coastal habitats	N	
DK	ATL	ATL	TRUE	cff5616fb7cd30fc4141cdad91b33c01	1220	1	Coastal habitats	N	
DK	CON	CON	TRUE	277ece069ef736ccea6e541068b4a5e2	1220	1	Coastal habitats	N	
DK	ATL	ATL	TRUE	cc987feea6567b4feac915bb3110e5db	1230	1	Coastal habitats	N	
DK	CON	CON	TRUE	b89eb0d7bc1f1a87d203f1e1a9de9ec1	1230	1	Coastal habitats	N	
DK	ATL	ATL	TRUE	7974261c4616cb01f449ace0e914e0c2	1310	1	Coastal habitats	N	
DK	CON	CON	TRUE	da52cf5583eec6304b97f3c0ae74f6cc	1310	1	Coastal habitats	N	
DK	ATL	ATL	TRUE	39ff4c80afc4d26b0030e39daa78cbf2	1320	1	Coastal habitats	N	
DK	CON	CON	TRUE	a6de54a3b15c04a9f50d39257054735b	1320	1	Coastal habitats	N	
DK	ATL	ATL	TRUE	069f8a67303e684c4c7e556330a5ae9b	1330	1	Coastal habitats	N	
DK	CON	CON	TRUE	0ad1ab731f92def7f18d331423c47335	1330	1	Coastal habitats	N	
DK	CON	CON	TRUE	bd7d56adadee9be51dcc5b0bb3cb6f05	1340	1	Coastal habitats	Y	
DK	ATL	ATL	TRUE	9a942fd322802744359e3f55fd57b8e6	2110	1	Dunes habitats	N	
DK	CON	CON	TRUE	dc49b95921d838ef4be41b5858b1a947	2110	1	Dunes habitats	N	
DK	ATL	ATL	TRUE	97227efd0613cbd419848c3fc63fbd3c	2120	1	Dunes habitats	N	
DK	CON	CON	TRUE	f25842a3e381895b4ad843cb25dbffcf	2120	1	Dunes habitats	N	
DK	ATL	ATL	TRUE	52021d0a4076f0479e1e7bf6d969f38c	2130	1	Dunes habitats	Y	
DK	CON	CON	TRUE	ef38270279304621ef1e4987ac325a33	2130	1	Dunes habitats	Y	
DK	ATL	ATL	TRUE	c1831e5dd90f2775ca1aae25fa8b57af	2140	1	Dunes habitats	Y	
DK	CON	CON	TRUE	ce4446d609412b01d2ac4f0b053175e9	2140	1	Dunes habitats	Y	
DK	ATL	ATL	TRUE	d5daa34ae848d2bb64683d79cbdc831c	2160	1	Dunes habitats	N	
DK	CON	CON	TRUE	8e5e99fb96908b0e62eba8576c107ab7	2160	1	Dunes habitats	N	
DK	ATL	ATL	TRUE	ff0adf986e0d12db5d06964c1d76928a	2170	1	Dunes habitats	N	
DK	CON	CON	TRUE	f2ef298a9aa3f690c0ae38048007794a	2170	1	Dunes habitats	N	
DK	ATL	ATL	TRUE	be8576766f3dd4455495b510c2083211	2180	1	Dunes habitats	N	
DK	CON	CON	TRUE	4cca280448296583a9a2aa6756d8b32e	2180	1	Dunes habitats	N	
DK	ATL	ATL	TRUE	4ac4b8ad542171c6ded13c4f9a4c739f	2190	1	Dunes habitats	N	
DK	CON	CON	TRUE	be1a6d656cf4b920fa3a5f4df843db42	2190	1	Dunes habitats	N	
DK	ATL	ATL	TRUE	eb0d561a6ce227d43563199e35e087ef	2250	1	Dunes habitats	Y	
DK	CON	CON	TRUE	a30ace59ae8851e676f05eaa50bc0901	2250	1	Dunes habitats	Y	
DK	ATL	ATL	TRUE	0fd980ab445e9580d6a31b5cc5ac17e5	2310	1	Dunes habitats	N	
DK	CON	CON	TRUE	b661534c8b9ab67ae46332d2e4804dbe	2310	1	Dunes habitats	N	
DK	ATL	ATL	TRUE	41aa0037dea38c3f8b1e35fdc1c4453f	2320	1	Dunes habitats	N	
DK	CON	CON	TRUE	85764c2d77c31fb851dea41f5bf146d8	2320	1	Dunes habitats	N	
DK	ATL	ATL	TRUE	7034e6d09c25998eda0cbc8e19be2734	2330	1	Dunes habitats	N	
DK	CON	CON	TRUE	da1b1bdd8fc3b84c07c35655d0dc6b57	2330	1	Dunes habitats	N	
DK	ATL	ATL	TRUE	f10075a26f6cb44f7529d5696c659a13	3110	1	Freshwater habitats	N	
DK	CON	CON	TRUE	d6de450ebfd1902bf923155fb298904a	3110	1	Freshwater habitats	N	
DK	ATL	ATL	TRUE	7ac22f78960f25d90cbb41aada98ad61	3130	1	Freshwater habitats	N	
DK	CON	CON	TRUE	36682c85e4fe76b62393b73b8a17feea	3130	1	Freshwater habitats	N	
DK	ATL	ATL	TRUE	b23de1d9149bc88e82792caf67e53d1e	3140	1	Freshwater habitats	N	
DK	CON	CON	TRUE	e75d320d3c141467e89c32e794f218de	3140	1	Freshwater habitats	N	
DK	ATL	ATL	TRUE	73262a548be2a9faec152f8424c78a9b	3150	1	Freshwater habitats	N	
DK	CON	CON	TRUE	a8fe8fc8a721350facddf79588f45454	3150	1	Freshwater habitats	N	
DK	ATL	ATL	TRUE	bc175775e57ad13a0a3a064d5123aaa7	3160	1	Freshwater habitats	N	
DK	CON	CON	TRUE	c2ae08a89514917bff6e8cd3f847a5bc	3160	1	Freshwater habitats	N	
DK	ATL	ATL	TRUE	86f7ea8ddbf6bc0edde7d7ebd4c004fc	3260	1	Freshwater habitats	N	
DK	CON	CON	TRUE	e6eb5e833a8cc16cccf0592d1931c2d9	3260	1	Freshwater habitats	N	
DK	ATL	ATL	TRUE	e4170fbd59586ce4038e8d6349cb5079	3270	1	Freshwater habitats	N	
DK	CON	CON	TRUE	e97818e1f52ce94b98ab24ca01541187	3270	1	Freshwater habitats	N	
DK	ATL	ATL	TRUE	db544295e7bc97cb2bc630802d4e8b5e	4010	1	Heath & scrub	N	
DK	CON	CON	TRUE	15bbb524eaa4a673bd55b74a499adba5	4010	1	Heath & scrub	N	
DK	ATL	ATL	TRUE	e8bb6472d8eb5021cef248c70dfd4a3a	4030	1	Heath & scrub	N	
DK	CON	CON	TRUE	5d79caaa275ef41d011b8c81eb83ba4b	4030	1	Heath & scrub	N	
DK	ATL	ATL	TRUE	f9cb4105f205577a714ce63e757642e6	5130	1	Sclerophyllous scrubs	N	
DK	CON	CON	TRUE	c2cab64715cc1f6f4f32ecc17010f4fc	5130	1	Sclerophyllous scrubs	N	
DK	CON	CON	TRUE	2b6d67dd39d26f209f9fb40e8f0d208e	6120	1	Grasslands	Y	
DK	ATL	ATL	TRUE	97b87d44912c93fd5a5d4085254b5052	6210	1	Grasslands	N	(* important orchid sites)
DK	CON	CON	TRUE	c5799eedfb174e6397b8e4e65237349a	6210	1	Grasslands	N	(* important orchid sites)
DK	ATL	ATL	TRUE	f0deb334940bf57cf4237b572e6bb12d	6230	1	Grasslands	Y	
DK	CON	CON	TRUE	baa8a87fcce2c20f956228421cae96af	6230	1	Grasslands	Y	
DK	ATL	ATL	TRUE	bf4a96cc50183ec8657f05259e70adc6	6410	1	Grasslands	N	
DK	CON	CON	TRUE	0116cc75fdd6ff67a4a2975789b196cd	6410	1	Grasslands	N	
DK	ATL	ATL	TRUE	2fe9ceda05be0d830bcaac76b4808c00	6430	1	Grasslands	N	
DK	CON	CON	TRUE	97e0a31a29dcac6b2bb4bc6cee8eec77	6430	1	Grasslands	N	
DK	ATL	ATL	TRUE	d8610145c30695104aade4d676e11cda	7110	1	"Bogs, mires & fens"	Y	
DK	CON	CON	TRUE	2aa0bde918e49ba99dc9d41d8eb391a9	7110	1	"Bogs, mires & fens"	Y	
DK	ATL	ATL	TRUE	7fdbaabc788b8eee7ef86a299af64071	7120	1	"Bogs, mires & fens"	N	
DK	CON	CON	TRUE	edf52f410912f9c157719313d1f1497a	7120	1	"Bogs, mires & fens"	N	
DK	ATL	ATL	TRUE	1cb5e88223a0e72ef454c06d44d340bf	7140	1	"Bogs, mires & fens"	N	
DK	CON	CON	TRUE	08ffb7e71a078d1b1fb818c85c0ba0b9	7140	1	"Bogs, mires & fens"	N	
DK	ATL	ATL	TRUE	a7162636e6b22466c04dd7f0505205f6	7150	1	"Bogs, mires & fens"	N	
DK	CON	CON	TRUE	f18826ba5a4889ad822ab4a7fd5487d3	7150	1	"Bogs, mires & fens"	N	
DK	CON	CON	TRUE	f316302c91f7fa0ea64fef8fcf0c57fe	7210	1	"Bogs, mires & fens"	Y	
DK	ATL	ATL	TRUE	6846ef49ed5112d472fb28a09ba28581	7220	1	"Bogs, mires & fens"	Y	
DK	CON	CON	TRUE	0b0c44103de8ce98319f144fc9f3b8da	7220	1	"Bogs, mires & fens"	Y	
DK	ATL	ATL	TRUE	7078706eddc69ffd8bd63a3c46dddbd7	7230	1	"Bogs, mires & fens"	N	
DK	CON	CON	TRUE	0051cf48d27dcf9baa0dcfa340a03fa1	7230	1	"Bogs, mires & fens"	N	
DK	CON	CON	TRUE	dcd57be485378324dd002789f1100144	8220	1	Rocky habitats	N	
DK	CON	CON	TRUE	669cb4de312cf6c90f130245e030148a	8230	1	Rocky habitats	N	
DK	MBAL	MBAL	TRUE	763f48bd40e736e2d0640b162a63970f	8330	1	Rocky habitats	N	
DK	ATL	ATL	TRUE	f9a42b3967cef645692e4440d5c6f22f	9110	1	Forests	N	
DK	CON	CON	TRUE	a6950ee0c88829c8ff56322f9a618851	9110	1	Forests	N	
DK	ATL	ATL	TRUE	67b3c69b631220eb3940aaa6000b3ecc	9120	1	Forests	N	
DK	CON	CON	TRUE	b61a88e198d619fbd9778d30b2c6dc25	9120	1	Forests	N	
DK	ATL	ATL	TRUE	413d8f425b1827b7dc2a574a05cba4e0	9130	1	Forests	N	
DK	CON	CON	TRUE	2523d1ae3a9b9f8ff0957bf2f15caaea	9130	1	Forests	N	
DK	CON	CON	TRUE	96efc50dc800ad43b324e51014f6fd22	9150	1	Forests	N	
DK	ATL	ATL	TRUE	2125bd8f58941b330ba5e28d685ea711	9160	1	Forests	N	
DK	CON	CON	TRUE	2932556659997c0d95b099a55556300e	9160	1	Forests	N	
DK	CON	CON	TRUE	df2f57b782799e6cced6f850a2538994	9170	1	Forests	N	
DK	ATL	ATL	TRUE	9b9f12a4a45ee304899436ff8b858970	9190	1	Forests	N	
DK	CON	CON	TRUE	e35e1cfeff2fa2cbd9ef5690448c9c90	9190	1	Forests	N	
DK	ATL	ATL	TRUE	9b2ef6bef4c00919c641b1d7ba8cd218	91D0	1	Forests	Y	
DK	CON	CON	TRUE	020ac22d6e0b749d7d5fb45d26267f88	91D0	1	Forests	Y	
DK	ATL	ATL	TRUE	aff464e80eff5c0fb20dc6ff9de5b5f1	9.10E+01	1	Forests	Y	
DK	CON	CON	TRUE	42b32a01d2113ab609318d88733b51b6	9.10E+01	1	Forests	Y	
EE	MBAL	MBAL	TRUE	327040a912819e2b6548c2419d1ddf2b	1110	1	Coastal habitats	N	
EE	MBAL	MBAL	TRUE	fccf3430c96cd477b62a54f8d7568ae9	1130	1	Coastal habitats	N	
EE	MBAL	MBAL	TRUE	c8dcf5286ee6f3e55733e9d7b90a219c	1140	1	Coastal habitats	N	
EE	BOR	BOR	TRUE	737e593f3983104e55131f05569bbb35	1150	1	Coastal habitats	Y	
EE	MBAL	MBAL	TRUE	8b7537864b1ab36bf0fbc6328bae1367	1160	1	Coastal habitats	N	
EE	MBAL	MBAL	TRUE	afd9c645eb4d7d7a14c6cde2dec2a16e	1170	1	Coastal habitats	N	
EE	BOR	BOR	TRUE	3371aaa183152fd5c48f4c582957a8c9	1210	1	Coastal habitats	N	
EE	BOR	BOR	TRUE	2b4ae779d5fe48133adfc1c7bb1ec695	1220	1	Coastal habitats	N	
EE	BOR	BOR	TRUE	de0f119472058340f836ef5a5eaeefc9	1230	1	Coastal habitats	N	
EE	BOR	BOR	TRUE	ae453140626a9d10e39fab5aa2625736	1310	1	Coastal habitats	N	
EE	BOR	BOR	TRUE	b066aebcf8bc30daedca116e7fefdc02	1620	1	Coastal habitats	N	
EE	BOR	BOR	TRUE	ab285c5dce4d90a6cd694b4eb168d73d	1630	1	Coastal habitats	Y	
EE	BOR	BOR	TRUE	7ec82e5505c27004d018c1bceaeb35f5	1640	1	Coastal habitats	N	
EE	BOR	BOR	TRUE	f2695ffa3375c121085219fcc7b06040	2110	1	Dunes habitats	N	
EE	BOR	BOR	TRUE	c360d5150a6827ad7a8d406d79086e06	2120	1	Dunes habitats	N	
EE	BOR	BOR	TRUE	d25b756691c728ef34a8c86630bd26a6	2130	1	Dunes habitats	Y	
EE	BOR	BOR	TRUE	3689b04ea59e3846bc3429368ceeb1ed	2140	1	Dunes habitats	Y	
EE	BOR	BOR	TRUE	0fa2e5ca84836580f6cd856fb87e5cc3	2180	1	Dunes habitats	N	
EE	BOR	BOR	TRUE	d6939b661ccae07c2f30968c5f2dbb5d	2190	1	Dunes habitats	N	
EE	BOR	BOR	TRUE	a2a375966c71fa3809d335dd962c1ead	2320	1	Dunes habitats	N	
EE	BOR	BOR	TRUE	d560c0d9ec99dd6afa2425c58d02f859	2330	1	Dunes habitats	N	
EE	BOR	BOR	TRUE	8cf14279d14f5e816ef37bfeaa3772cd	3110	1	Freshwater habitats	N	
EE	BOR	BOR	TRUE	330cf9a4d52e803fb76ea09079ff5d24	3130	1	Freshwater habitats	N	
EE	BOR	BOR	TRUE	039a9fdfebc58ec9e4f6841e6a7e3c08	3140	1	Freshwater habitats	N	
EE	BOR	BOR	TRUE	28d3d6ecbe1e33c5a6856f1f0a3f6fcb	3150	1	Freshwater habitats	N	
EE	BOR	BOR	TRUE	65477bec44db21875558edae29db2feb	3160	1	Freshwater habitats	N	
EE	BOR	BOR	TRUE	5958074777733415de6e4b91adacbc58	3180	1	Freshwater habitats	Y	
EE	BOR	BOR	TRUE	90aa21654d9ce1ab5e6fd2f1450ddf56	3260	1	Freshwater habitats	N	
EE	BOR	BOR	TRUE	bf5e39adbebdb18b257d26015808c842	4030	1	Heath & scrub	N	
EE	BOR	BOR	TRUE	16ced50773d3c2ddd09f3f1571a60533	5130	1	Sclerophyllous scrubs	N	
EE	BOR	BOR	TRUE	bbb6d82996f1fe2b209f6521efd828bf	6210	1	Grasslands	N	(* important orchid sites)
EE	BOR	BOR	TRUE	a1db19570e9fcf00869fea84cc66626d	6270	1	Grasslands	Y	
EE	BOR	BOR	TRUE	1f867051b98127643238f3c7c26b7403	6280	1	Grasslands	Y	
EE	BOR	BOR	TRUE	99de2af2308e387889cd07f0f7237545	6410	1	Grasslands	N	
EE	BOR	BOR	TRUE	8a15208866faca7b820f137aac57aea3	6430	1	Grasslands	N	
EE	BOR	BOR	TRUE	539e1cf4fb58c1504c18e583b9a08ec4	6450	1	Grasslands	N	
EE	BOR	BOR	TRUE	5957cd973fac8a7c43e46a0da8de3862	6510	1	Grasslands	N	
EE	BOR	BOR	TRUE	e65f2ca94f9ed61667deb3d4aa891e3f	6530	1	Grasslands	Y	
EE	BOR	BOR	TRUE	9b67664740261ce6e3db68dc64974a02	7110	1	"Bogs, mires & fens"	Y	
EE	BOR	BOR	TRUE	345f35442bceef5cb4db7adf505d73a8	7120	1	"Bogs, mires & fens"	N	
EE	BOR	BOR	TRUE	de9439103af67e99f8849a15d003f088	7140	1	"Bogs, mires & fens"	N	
EE	BOR	BOR	TRUE	8419e7421403a3589dd823fbf2f00647	7150	1	"Bogs, mires & fens"	N	
EE	BOR	BOR	TRUE	66892869fbc980c1c8f2ea4647c37bc9	7160	1	"Bogs, mires & fens"	N	
EE	BOR	BOR	TRUE	f839f25d988313e2350b29f4772cbce8	7210	1	"Bogs, mires & fens"	Y	
EE	BOR	BOR	TRUE	8907eeeb943b0155a1b9f7a5a489b326	7220	1	"Bogs, mires & fens"	Y	
EE	BOR	BOR	TRUE	653fe37c2201d0ac5f92ffb4d1a469fd	7230	1	"Bogs, mires & fens"	N	
EE	BOR	BOR	TRUE	27c44c1bccdd1df4417cb44b006d00e2	8210	1	Rocky habitats	N	
EE	BOR	BOR	TRUE	f427b901fb1076edfcff2b3e1af0be0a	8220	1	Rocky habitats	N	
EE	BOR	BOR	TRUE	c3601e48cf74464b3e0c07171c950f5e	8240	1	Rocky habitats	Y	
EE	BOR	BOR	TRUE	2ae6a5eaaa2722f795b6a59f2feca1d2	8310	1	Rocky habitats	N	
EE	BOR	BOR	TRUE	ae1e85be8128d7b2f2deb8bb44f5936c	9010	1	Forests	Y	
EE	BOR	BOR	TRUE	75fcbb055188569b6832d27d2103b6f8	9020	1	Forests	Y	
EE	BOR	BOR	TRUE	65edbd6391b0d9b9794f8e403448c14e	9050	1	Forests	N	
EE	BOR	BOR	TRUE	a118ddcfdb75b7bf2f5ced8699db4f1b	9060	1	Forests	N	
EE	BOR	BOR	TRUE	3dd255a1b026315668c37c164791f273	9070	1	Forests	N	
EE	BOR	BOR	TRUE	0d9c6c6683722bcff18b34cca54dd4e9	9080	1	Forests	Y	
EE	BOR	BOR	TRUE	0d2caabd37d5a236da617f5e539ae51e	9180	1	Forests	Y	
EE	BOR	BOR	TRUE	7604fe3f725f8993847a4412936867ef	91D0	1	Forests	Y	
EE	BOR	BOR	TRUE	0f61dcf2333ffb192d8d03cb430609d1	9.10E+01	1	Forests	Y	
EE	BOR	BOR	TRUE	0a7b4021f58f05df90aa778b4d656fd0	91F0	1	Forests	N	
ES	MATL	MATL	TRUE	594f0ffb2444488b5482d1e69903c2e3	1110	1	Coastal habitats	N	
ES	MMAC	MMAC	TRUE	cf901ebbe6c8760a587d3d04dbce397c	1110	1	Coastal habitats	N	
ES	MMED	MMED	TRUE	cb382e9ef5258c68bc07c27773af1089	1110	1	Coastal habitats	N	
ES	MMED	MMED	TRUE	809ac3e9fab219e6433b26747e38c03e	1120	1	Coastal habitats	Y	
ES	MATL	MATL	TRUE	dfbc9fe8a8ee335d6db65ab06d7941a5	1130	1	Coastal habitats	N	
ES	MMED	MMED	TRUE	1f20162ec95def6096251442ec0a2cb4	1130	1	Coastal habitats	N	
ES	MATL	MATL	TRUE	80377f69e357f3d8d60f00fd6e93b1c5	1140	1	Coastal habitats	N	
ES	MMED	MMED	TRUE	9cf1d52c0d3fc6984d7a546e862cc1f6	1140	1	Coastal habitats	N	
ES	ATL	ATL	TRUE	67aef6abe65b46ef3c9125aee6cf95b4	1150	1	Coastal habitats	Y	
ES	MAC	MAC	TRUE	4ed0a0d293418dc08585e2ef1c470294	1150	1	Coastal habitats	Y	
ES	MED	MED	TRUE	34e3e10ec1b9f3292d046decdf1a29fe	1150	1	Coastal habitats	Y	
ES	MATL	MATL	TRUE	ee09a8deaa7bd45236dab008ee5b8193	1160	1	Coastal habitats	N	
ES	MMAC	MMAC	TRUE		1160	SR	Coastal habitats	N	
