"country","region","habitatcode","habitatgroup"
"DK","MATL","1130","Coastal habitats"
"DK","MBAL","1130","Coastal habitats"
"DK","MATL","1140","Coastal habitats"
"DK","MBAL","1140","Coastal habitats"
"DK","ATL","1150","Coastal habitats"
"DK","CON","1150","Coastal habitats"
"DK","MATL","1160","Coastal habitats"
"DK","MBAL","1160","Coastal habitats"
"DK","MATL","1170","Coastal habitats"
"DK","MBAL","1170","Coastal habitats"
"DK","MATL","1180","Coastal habitats"
"DK","ATL","1210","Coastal habitats"
"DK","CON","1210","Coastal habitats"
"DK","ATL","1220","Coastal habitats"
"DK","CON","1220","Coastal habitats"
"DK","ATL","1230","Coastal habitats"
"DK","CON","1230","Coastal habitats"
"DK","ATL","1310","Coastal habitats"
"DK","CON","1310","Coastal habitats"
"DK","ATL","1320","Coastal habitats"
"DK","CON","1320","Coastal habitats"
"DK","ATL","1330","Coastal habitats"
"DK","CON","1330","Coastal habitats"
"DK","CON","1340","Coastal habitats"
"DK","ATL","2110","Dunes habitats"
"DK","CON","2110","Dunes habitats"
"DK","ATL","2120","Dunes habitats"
"DK","CON","2120","Dunes habitats"
"DK","ATL","2130","Dunes habitats"
"DK","CON","2130","Dunes habitats"
"DK","ATL","2140","Dunes habitats"
"DK","CON","2140","Dunes habitats"
"DK","ATL","2160","Dunes habitats"
"DK","CON","2160","Dunes habitats"
"DK","ATL","2170","Dunes habitats"
"DK","CON","2170","Dunes habitats"
"DK","ATL","2180","Dunes habitats"
"DK","CON","2180","Dunes habitats"
"DK","ATL","2190","Dunes habitats"
"DK","CON","2190","Dunes habitats"
"DK","ATL","2250","Dunes habitats"
"DK","CON","2250","Dunes habitats"
"DK","ATL","2310","Dunes habitats"
"DK","CON","2310","Dunes habitats"
"DK","ATL","2320","Dunes habitats"
"DK","CON","2320","Dunes habitats"
"DK","ATL","2330","Dunes habitats"
"DK","CON","2330","Dunes habitats"
"DK","ATL","3110","Freshwater habitats"
"DK","CON","3110","Freshwater habitats"
"DK","ATL","3130","Freshwater habitats"
"DK","CON","3130","Freshwater habitats"
"DK","ATL","3140","Freshwater habitats"
"DK","CON","3140","Freshwater habitats"
"DK","ATL","3150","Freshwater habitats"
"DK","CON","3150","Freshwater habitats"
"DK","ATL","3160","Freshwater habitats"
"DK","CON","3160","Freshwater habitats"
"DK","ATL","3260","Freshwater habitats"
"DK","CON","3260","Freshwater habitats"
"DK","ATL","3270","Freshwater habitats"
"DK","CON","3270","Freshwater habitats"
"DK","ATL","4010","Heath & scrub"
"DK","CON","4010","Heath & scrub"
"DK","ATL","4030","Heath & scrub"
"DK","CON","4030","Heath & scrub"
"DK","ATL","5130","Sclerophyllous scrubs"
"DK","CON","5130","Sclerophyllous scrubs"
"DK","CON","6120","Grasslands"
"DK","ATL","6210","Grasslands"
"DK","CON","6210","Grasslands"
"DK","ATL","6230","Grasslands"
"DK","CON","6230","Grasslands"
"DK","ATL","6410","Grasslands"
"DK","CON","6410","Grasslands"
"DK","ATL","6430","Grasslands"
"DK","CON","6430","Grasslands"
"DK","ATL","7110","Bogs, mires & fens"
"DK","CON","7110","Bogs, mires & fens"
"DK","ATL","7120","Bogs, mires & fens"
"DK","CON","7120","Bogs, mires & fens"
"DK","ATL","7140","Bogs, mires & fens"
"DK","CON","7140","Bogs, mires & fens"
"DK","ATL","7150","Bogs, mires & fens"
"DK","CON","7150","Bogs, mires & fens"
"DK","CON","7210","Bogs, mires & fens"
"DK","ATL","7220","Bogs, mires & fens"
"DK","CON","7220","Bogs, mires & fens"
"DK","ATL","7230","Bogs, mires & fens"
"DK","CON","7230","Bogs, mires & fens"
"DK","CON","8220","Rocky habitats"
"DK","CON","8230","Rocky habitats"
"DK","MBAL","8330","Rocky habitats"
"DK","ATL","9110","Forests"
"DK","CON","9110","Forests"
"DK","ATL","9120","Forests"
"DK","CON","9120","Forests"
"DK","ATL","9130","Forests"
"DK","CON","9130","Forests"
"DK","CON","9150","Forests"
"DK","ATL","9160","Forests"
"DK","CON","9160","Forests"
"DK","CON","9170","Forests"
"DK","ATL","9190","Forests"
"DK","CON","9190","Forests"
"DK","ATL","91D0","Forests"
"DK","CON","91D0","Forests"
"EE","BOR","3160","Freshwater habitats"
"EE","BOR","3180","Freshwater habitats"
"EE","BOR","3260","Freshwater habitats"
"EE","BOR","4030","Heath & scrub"
"EE","BOR","5130","Sclerophyllous scrubs"
"EE","BOR","6210","Grasslands"
"EE","BOR","6270","Grasslands"
"EE","BOR","6280","Grasslands"
"EE","BOR","6410","Grasslands"
"EE","BOR","6430","Grasslands"
"EE","BOR","6450","Grasslands"
"EE","BOR","6510","Grasslands"
"EE","BOR","6530","Grasslands"
"EE","BOR","7110","Bogs, mires & fens"
"EE","BOR","7120","Bogs, mires & fens"
"EE","BOR","7140","Bogs, mires & fens"
"EE","BOR","7150","Bogs, mires & fens"
"EE","BOR","7160","Bogs, mires & fens"
"EE","BOR","7210","Bogs, mires & fens"
"EE","BOR","7220","Bogs, mires & fens"
"EE","BOR","7230","Bogs, mires & fens"
"EE","BOR","8210","Rocky habitats"
"EE","BOR","8220","Rocky habitats"
"EE","BOR","8240","Rocky habitats"
"EE","BOR","8310","Rocky habitats"
"EE","BOR","9010","Forests"
"EE","BOR","9020","Forests"
"EE","BOR","9050","Forests"
"EE","BOR","9060","Forests"
"EE","BOR","9070","Forests"
"EE","BOR","9080","Forests"
"EE","BOR","9180","Forests"
"EE","BOR","91D0","Forests"
"EE","BOR","91E0","Forests"
"EE","BOR","91F0","Forests"
"ES","MATL","1110","Coastal habitats"
"ES","MMAC","1110","Coastal habitats"
"ES","MMED","1110","Coastal habitats"
"ES","MMED","1120","Coastal habitats"
"ES","MATL","1130","Coastal habitats"
"ES","MMED","1130","Coastal habitats"
"ES","MATL","1140","Coastal habitats"
"ES","MMED","1140","Coastal habitats"
"ES","ATL","1150","Coastal habitats"
"ES","MAC","1150","Coastal habitats"
"ES","MED","1150","Coastal habitats"
"ES","MATL","1160","Coastal habitats"
"ES","MMED","1160","Coastal habitats"
"ES","MATL","1170","Coastal habitats"
"ES","MMAC","1170","Coastal habitats"
"ES","MMED","1170","Coastal habitats"
"ES","MATL","1180","Coastal habitats"
"ES","MMAC","1180","Coastal habitats"
"DK","ATL","91E0","Forests"
"DK","CON","91E0","Forests"
"EE","MBAL","1110","Coastal habitats"
"EE","MBAL","1130","Coastal habitats"
"EE","MBAL","1140","Coastal habitats"
"EE","BOR","1150","Coastal habitats"
"EE","MBAL","1160","Coastal habitats"
"EE","MBAL","1170","Coastal habitats"
"EE","BOR","1210","Coastal habitats"
"EE","BOR","1220","Coastal habitats"
"EE","BOR","1230","Coastal habitats"
"EE","BOR","1310","Coastal habitats"
"EE","BOR","1620","Coastal habitats"
"EE","BOR","1630","Coastal habitats"
"EE","BOR","1640","Coastal habitats"
"EE","BOR","2110","Dunes habitats"
"EE","BOR","2120","Dunes habitats"
"EE","BOR","2130","Dunes habitats"
"EE","BOR","2140","Dunes habitats"
"EE","BOR","2180","Dunes habitats"
"EE","BOR","2190","Dunes habitats"
"EE","BOR","2320","Dunes habitats"
"EE","BOR","2330","Dunes habitats"
"EE","BOR","3110","Freshwater habitats"
"EE","BOR","3130","Freshwater habitats"
"EE","BOR","3140","Freshwater habitats"
"EE","BOR","3150","Freshwater habitats"
"ES","MMED","1180","Coastal habitats"
"ES","ATL","1210","Coastal habitats"
"ES","MAC","1210","Coastal habitats"
"ES","MED","1210","Coastal habitats"
"ES","ATL","1230","Coastal habitats"
"ES","MED","1230","Coastal habitats"
"ES","MED","1240","Coastal habitats"
"ES","MAC","1250","Coastal habitats"
"ES","ATL","1310","Coastal habitats"
"ES","MED","1310","Coastal habitats"
"ES","ATL","1320","Coastal habitats"
"ES","MED","1320","Coastal habitats"
"ES","ATL","1330","Coastal habitats"
"ES","MED","1410","Coastal habitats"
"ES","ATL","1420","Coastal habitats"
"ES","MAC","1420","Coastal habitats"
"ES","MED","1420","Coastal habitats"
"ES","MED","1430","Coastal habitats"
"ES","MED","1510","Coastal habitats"
"ES","MED","1520","Coastal habitats"
"ES","ATL","2110","Dunes habitats"
"ES","MAC","2110","Dunes habitats"
"ES","MED","2110","Dunes habitats"
"ES","ATL","2120","Dunes habitats"
"ES","MAC","2120","Dunes habitats"
"ES","MED","2120","Dunes habitats"
"ES","ATL","2130","Dunes habitats"
"ES","MAC","2130","Dunes habitats"
"ES","MED","2130","Dunes habitats"
"ES","MED","2150","Dunes habitats"
"ES","MED","2190","Dunes habitats"
"ES","MED","2210","Dunes habitats"
"ES","ATL","2230","Dunes habitats"
"ES","MED","2230","Dunes habitats"
"ES","MED","2240","Dunes habitats"
"ES","MED","2250","Dunes habitats"
"ES","ATL","2260","Dunes habitats"
"ES","MED","2260","Dunes habitats"
"ES","MED","2270","Dunes habitats"
"ES","ALP","3110","Freshwater habitats"
"ES","ATL","3110","Freshwater habitats"
"ES","MED","3110","Freshwater habitats"
"ES","ALP","3140","Freshwater habitats"
"ES","ATL","3140","Freshwater habitats"
"ES","MED","3140","Freshwater habitats"
"ES","ALP","3150","Freshwater habitats"
"ES","ATL","3150","Freshwater habitats"
"ES","MAC","3150","Freshwater habitats"
"ES","MED","3150","Freshwater habitats"
"ES","ALP","3160","Freshwater habitats"
"ES","ATL","3160","Freshwater habitats"
"ES","MED","3160","Freshwater habitats"
"ES","ATL","3170","Freshwater habitats"
"ES","MED","3170","Freshwater habitats"
"ES","ATL","3220","Freshwater habitats"
"ES","MED","3220","Freshwater habitats"
"ES","ALP","3230","Freshwater habitats"
"ES","MED","3230","Freshwater habitats"
"ES","ALP","3240","Freshwater habitats"
"ES","ATL","3240","Freshwater habitats"
"ES","MED","3240","Freshwater habitats"
"ES","ATL","3250","Freshwater habitats"
"ES","MED","3250","Freshwater habitats"
"ES","ATL","3260","Freshwater habitats"
"ES","MED","3260","Freshwater habitats"
"ES","ATL","3270","Freshwater habitats"
"ES","MED","3270","Freshwater habitats"
"ES","MED","3280","Freshwater habitats"
"ES","MED","3290","Freshwater habitats"
"ES","ATL","4010","Heath & scrub"
"ES","ALP","4020","Heath & scrub"
"ES","ATL","4020","Heath & scrub"
"ES","MED","4020","Heath & scrub"
"ES","ALP","4030","Heath & scrub"
"ES","ATL","4030","Heath & scrub"
"ES","MED","4030","Heath & scrub"
"ES","ATL","4040","Heath & scrub"
"ES","MAC","4050","Heath & scrub"
"ES","ALP","4060","Heath & scrub"
"ES","ATL","4060","Heath & scrub"
"ES","MED","4060","Heath & scrub"
"ES","ALP","4090","Heath & scrub"
"ES","ATL","4090","Heath & scrub"
"ES","MAC","4090","Heath & scrub"
"ES","MED","4090","Heath & scrub"
"ES","ALP","5110","Sclerophyllous scrubs"
"ES","ATL","5110","Sclerophyllous scrubs"
"ES","MED","5110","Sclerophyllous scrubs"
"ES","ALP","5120","Sclerophyllous scrubs"
"ES","ATL","5120","Sclerophyllous scrubs"
"ES","MED","5120","Sclerophyllous scrubs"
"ES","ALP","5130","Sclerophyllous scrubs"
"ES","ALP","5210","Sclerophyllous scrubs"
"ES","ATL","5210","Sclerophyllous scrubs"
"ES","MED","5210","Sclerophyllous scrubs"
"ES","MED","5220","Sclerophyllous scrubs"
"ES","MED","5230","Sclerophyllous scrubs"
"ES","MED","5320","Sclerophyllous scrubs"
"ES","MAC","5330","Sclerophyllous scrubs"
"ES","MED","5330","Sclerophyllous scrubs"
"ES","MED","5410","Sclerophyllous scrubs"
"ES","MED","5430","Sclerophyllous scrubs"
"ES","ALP","6110","Grasslands"
"ES","MED","6110","Grasslands"
"ES","ALP","6140","Grasslands"
"ES","ATL","6140","Grasslands"
"ES","ATL","6160","Grasslands"
"ES","MED","6160","Grasslands"
"ES","ALP","6170","Grasslands"
"ES","ATL","6170","Grasslands"
"ES","MED","6170","Grasslands"
"ES","ALP","6210","Grasslands"
"ES","ATL","6210","Grasslands"
"ES","MED","6210","Grasslands"
"ES","ALP","6220","Grasslands"
"ES","ATL","6220","Grasslands"
"ES","MED","6220","Grasslands"
"ES","ALP","6230","Grasslands"
"ES","ATL","6230","Grasslands"
"ES","MED","6230","Grasslands"
"ES","MED","6310","Grasslands"
"ES","ALP","6410","Grasslands"
"ES","ATL","6410","Grasslands"
"ES","MED","6410","Grasslands"
"ES","ALP","6420","Grasslands"
"ES","ATL","6420","Grasslands"
"ES","MAC","6420","Grasslands"
"ES","MED","6420","Grasslands"
"ES","ALP","6430","Grasslands"
"ES","ATL","6430","Grasslands"
"ES","MED","6430","Grasslands"
"ES","ALP","6510","Grasslands"
"ES","ATL","6510","Grasslands"
"ES","MED","6510","Grasslands"
"ES","ALP","6520","Grasslands"
"ES","ALP","7110","Bogs, mires & fens"
"ES","ATL","7110","Bogs, mires & fens"
"ES","MED","7110","Bogs, mires & fens"
"ES","ATL","7130","Bogs, mires & fens"
"ES","ALP","7140","Bogs, mires & fens"
"ES","ATL","7140","Bogs, mires & fens"
"ES","MED","7140","Bogs, mires & fens"
"ES","ATL","7150","Bogs, mires & fens"
"ES","MED","7150","Bogs, mires & fens"
"ES","ATL","7210","Bogs, mires & fens"
"ES","MED","7210","Bogs, mires & fens"
"ES","ALP","7220","Bogs, mires & fens"
"ES","ATL","7220","Bogs, mires & fens"
"ES","MED","7220","Bogs, mires & fens"
"ES","ALP","7230","Bogs, mires & fens"
"ES","ATL","7230","Bogs, mires & fens"
"ES","MED","7230","Bogs, mires & fens"
"ES","ALP","7240","Bogs, mires & fens"
"ES","ALP","8130","Rocky habitats"
"ES","ATL","8130","Rocky habitats"
"ES","MED","8130","Rocky habitats"
"ES","ALP","8210","Rocky habitats"
"ES","ATL","8210","Rocky habitats"
"ES","MED","8210","Rocky habitats"
"ES","ALP","8220","Rocky habitats"
"ES","ATL","8220","Rocky habitats"
"ES","MAC","8220","Rocky habitats"
"ES","MED","8220","Rocky habitats"
"ES","ALP","8230","Rocky habitats"
"ES","ATL","8230","Rocky habitats"
"ES","MED","8230","Rocky habitats"
"ES","ALP","8310","Rocky habitats"
"ES","ATL","8310","Rocky habitats"
"ES","MED","8310","Rocky habitats"
"ES","MAC","8320","Rocky habitats"
"ES","MATL","8330","Rocky habitats"
"ES","MMAC","8330","Rocky habitats"
"ES","MMED","8330","Rocky habitats"
"ES","ALP","8340","Rocky habitats"
"ES","ALP","9120","Forests"
"ES","ATL","9120","Forests"
"ES","MED","9120","Forests"
"ES","ALP","9130","Forests"
"ES","ALP","9150","Forests"
"ES","ATL","9150","Forests"
"ES","MED","9150","Forests"
"ES","ALP","9160","Forests"
"ES","ATL","9160","Forests"
"ES","ALP","9180","Forests"
"ES","MED","9180","Forests"
"ES","MED","91B0","Forests"
"ES","ALP","91E0","Forests"
"ES","ATL","91E0","Forests"
"ES","MED","91E0","Forests"
"ES","ATL","9230","Forests"
"ES","MED","9230","Forests"
"ES","ALP","9240","Forests"
"ES","ATL","9240","Forests"
"ES","MED","9240","Forests"
"ES","ATL","9260","Forests"
"ES","MED","9260","Forests"
"ES","ALP","92A0","Forests"
"ES","ATL","92A0","Forests"
"ES","MED","92A0","Forests"
"ES","MED","92B0","Forests"
"ES","MAC","92D0","Forests"
"ES","MED","92D0","Forests"
"ES","MAC","9320","Forests"
"ES","MED","9320","Forests"
"ES","ATL","9330","Forests"
"ES","MED","9330","Forests"
"ES","ALP","9340","Forests"
"ES","ATL","9340","Forests"
"ES","MED","9340","Forests"
"ES","MAC","9360","Forests"
"ES","MAC","9370","Forests"
"ES","ATL","9380","Forests"
"ES","MED","9380","Forests"
"ES","ALP","9430","Forests"
"ES","MED","9430","Forests"
"ES","MED","9520","Forests"
"ES","ALP","9530","Forests"
"ES","MED","9530","Forests"
"ES","MED","9540","Forests"
"ES","MAC","9550","Forests"
"ES","ATL","9560","Forests"
"ES","MAC","9560","Forests"
"ES","MED","9560","Forests"
"ES","MED","9570","Forests"
"ES","ATL","9580","Forests"
"ES","MED","9580","Forests"
"FI","MBAL","1110","Coastal habitats"
"FI","MBAL","1130","Coastal habitats"
"FI","BOR","1150","Coastal habitats"
"FI","MBAL","1160","Coastal habitats"
"FI","MBAL","1170","Coastal habitats"
"FI","BOR","1210","Coastal habitats"
"FI","BOR","1220","Coastal habitats"
"FI","BOR","1230","Coastal habitats"
"FI","BOR","1610","Coastal habitats"
"FI","BOR","1620","Coastal habitats"
"FI","BOR","1630","Coastal habitats"
"FI","BOR","1640","Coastal habitats"
"FI","MBAL","1650","Coastal habitats"
"FI","BOR","2110","Dunes habitats"
"FI","BOR","2120","Dunes habitats"
"FI","BOR","2130","Dunes habitats"
"FI","BOR","2140","Dunes habitats"
"FI","BOR","2180","Dunes habitats"
"FI","BOR","2190","Dunes habitats"
"FI","BOR","2320","Dunes habitats"
"FI","ALP","3110","Freshwater habitats"
"FI","BOR","3110","Freshwater habitats"
"FI","BOR","3130","Freshwater habitats"
"FI","BOR","3140","Freshwater habitats"
"FI","BOR","3150","Freshwater habitats"
"FI","ALP","3160","Freshwater habitats"
"FI","BOR","3160","Freshwater habitats"
"FI","ALP","3210","Freshwater habitats"
"FI","BOR","3210","Freshwater habitats"
"FI","ALP","3220","Freshwater habitats"
"FI","BOR","3220","Freshwater habitats"
"FI","ALP","3230","Freshwater habitats"
"FI","ALP","3260","Freshwater habitats"
"FI","BOR","3260","Freshwater habitats"
"FI","BOR","4030","Heath & scrub"
"FI","ALP","4060","Heath & scrub"
"FI","BOR","4060","Heath & scrub"
"FI","ALP","4080","Heath & scrub"
"FI","BOR","4080","Heath & scrub"
"FI","ALP","6150","Grasslands"
"FI","BOR","6150","Grasslands"
"FI","BOR","6210","Grasslands"
"FI","BOR","6230","Grasslands"
"FI","BOR","6270","Grasslands"
"FI","BOR","6280","Grasslands"
"FI","BOR","6410","Grasslands"
"FI","ALP","6430","Grasslands"
"FI","BOR","6430","Grasslands"
"FI","BOR","6450","Grasslands"
"FI","BOR","6510","Grasslands"
"FI","BOR","6520","Grasslands"
"FI","BOR","6530","Grasslands"
"FI","BOR","7110","Bogs, mires & fens"
"FI","BOR","7120","Bogs, mires & fens"
"FI","ALP","7140","Bogs, mires & fens"
"FI","BOR","7140","Bogs, mires & fens"
"FI","ALP","7160","Bogs, mires & fens"
"FI","BOR","7160","Bogs, mires & fens"
"FI","BOR","7210","Bogs, mires & fens"
"FI","ALP","7220","Bogs, mires & fens"
"FI","BOR","7220","Bogs, mires & fens"
"FI","ALP","7230","Bogs, mires & fens"
"FI","BOR","7230","Bogs, mires & fens"
"FI","ALP","7240","Bogs, mires & fens"
"FI","ALP","7310","Bogs, mires & fens"
"FI","BOR","7310","Bogs, mires & fens"
"FI","ALP","7320","Bogs, mires & fens"
"FI","BOR","7320","Bogs, mires & fens"
"FI","ALP","8110","Rocky habitats"
"FI","BOR","8110","Rocky habitats"
"FI","ALP","8210","Rocky habitats"
"FI","BOR","8210","Rocky habitats"
"FI","ALP","8220","Rocky habitats"
"FI","BOR","8220","Rocky habitats"
"FI","BOR","8230","Rocky habitats"
"FI","ALP","9010","Forests"
"FI","BOR","9010","Forests"
"FI","BOR","9020","Forests"
"FI","BOR","9030","Forests"
"FI","ALP","9040","Forests"
"FI","BOR","9040","Forests"
"FI","ALP","9050","Forests"
"FI","BOR","9050","Forests"
"FI","BOR","9060","Forests"
"FI","BOR","9070","Forests"
"FI","BOR","9080","Forests"
"FI","BOR","9180","Forests"
"FI","BOR","9190","Forests"
"FI","ALP","91D0","Forests"
"FI","BOR","91D0","Forests"
"FI","ALP","91E0","Forests"
"FI","BOR","91E0","Forests"
"FR","MATL","1110","Coastal habitats"
"FR","MMED","1110","Coastal habitats"
"FR","MMED","1120","Coastal habitats"
"FR","MATL","1130","Coastal habitats"
"FR","MMED","1130","Coastal habitats"
"FR","MATL","1140","Coastal habitats"
"FR","MMED","1140","Coastal habitats"
"FR","ATL","1150","Coastal habitats"
"FR","MED","1150","Coastal habitats"
"FR","MATL","1160","Coastal habitats"
"FR","MMED","1160","Coastal habitats"
"FR","MATL","1170","Coastal habitats"
"FR","MMED","1170","Coastal habitats"
"FR","ATL","1210","Coastal habitats"
"FR","MED","1210","Coastal habitats"
"FR","ATL","1220","Coastal habitats"
"FR","ATL","1230","Coastal habitats"
"FR","MED","1240","Coastal habitats"
"FR","ATL","1310","Coastal habitats"
"FR","CON","1310","Coastal habitats"
"FR","MED","1310","Coastal habitats"
"FR","ATL","1320","Coastal habitats"
"FR","ATL","1330","Coastal habitats"
"FR","ALP","1340","Coastal habitats"
"FR","CON","1340","Coastal habitats"
"FR","ATL","1410","Coastal habitats"
"FR","MED","1410","Coastal habitats"
"FR","ATL","1420","Coastal habitats"
"FR","MED","1420","Coastal habitats"
"FR","ATL","1430","Coastal habitats"
"FR","MED","1430","Coastal habitats"
"FR","MED","1510","Coastal habitats"
"FR","ATL","2110","Dunes habitats"
"FR","MED","2110","Dunes habitats"
"FR","ATL","2120","Dunes habitats"
"FR","MED","2120","Dunes habitats"
"FR","ATL","2130","Dunes habitats"
"FR","ATL","2150","Dunes habitats"
"FR","ATL","2160","Dunes habitats"
"FR","ATL","2170","Dunes habitats"
"FR","ATL","2180","Dunes habitats"
"FR","ATL","2190","Dunes habitats"
"FR","MED","2190","Dunes habitats"
"FR","MED","2210","Dunes habitats"
"FR","MED","2230","Dunes habitats"
"FR","MED","2240","Dunes habitats"
"FR","MED","2250","Dunes habitats"
"FR","ATL","2260","Dunes habitats"
"FR","MED","2260","Dunes habitats"
"FR","MED","2270","Dunes habitats"
"FR","ATL","2330","Dunes habitats"
"FR","CON","2330","Dunes habitats"
"FR","MED","2330","Dunes habitats"
"FR","ATL","3110","Freshwater habitats"
"FR","CON","3110","Freshwater habitats"
"FR","ATL","3120","Freshwater habitats"
"FR","MED","3120","Freshwater habitats"
"FR","ALP","3130","Freshwater habitats"
"FR","ATL","3130","Freshwater habitats"
"FR","CON","3130","Freshwater habitats"
"FR","MED","3130","Freshwater habitats"
"FR","ALP","3140","Freshwater habitats"
"FR","ATL","3140","Freshwater habitats"
"FR","CON","3140","Freshwater habitats"
"FR","MED","3140","Freshwater habitats"
"FR","ALP","3150","Freshwater habitats"
"FR","ATL","3150","Freshwater habitats"
"FR","CON","3150","Freshwater habitats"
"FR","MED","3150","Freshwater habitats"
"FR","ALP","3160","Freshwater habitats"
"FR","ATL","3160","Freshwater habitats"
"FR","CON","3160","Freshwater habitats"
"FR","MED","3170","Freshwater habitats"
"FR","ALP","3220","Freshwater habitats"
"FR","ALP","3230","Freshwater habitats"
"FR","CON","3230","Freshwater habitats"
"FR","MED","3230","Freshwater habitats"
"FR","ALP","3240","Freshwater habitats"
"FR","CON","3240","Freshwater habitats"
"FR","MED","3240","Freshwater habitats"
"FR","ALP","3250","Freshwater habitats"
"FR","MED","3250","Freshwater habitats"
"FR","ALP","3260","Freshwater habitats"
"FR","ATL","3260","Freshwater habitats"
"FR","CON","3260","Freshwater habitats"
"FR","MED","3260","Freshwater habitats"
"FR","ALP","3270","Freshwater habitats"
"FR","ATL","3270","Freshwater habitats"
"FR","CON","3270","Freshwater habitats"
"FR","MED","3270","Freshwater habitats"
"FR","MED","3280","Freshwater habitats"
"FR","MED","3290","Freshwater habitats"
"FR","ATL","4010","Heath & scrub"
"FR","CON","4010","Heath & scrub"
"FR","ATL","4020","Heath & scrub"
"FR","CON","4020","Heath & scrub"
"FR","ALP","4030","Heath & scrub"
"FR","ATL","4030","Heath & scrub"
"FR","CON","4030","Heath & scrub"
"FR","MED","4030","Heath & scrub"
"FR","ATL","4040","Heath & scrub"
"FR","ALP","4060","Heath & scrub"
"FR","CON","4060","Heath & scrub"
"FR","MED","4060","Heath & scrub"
"FR","ALP","4070","Heath & scrub"
"FR","ALP","4080","Heath & scrub"
"FR","CON","4080","Heath & scrub"
"FR","ALP","4090","Heath & scrub"
"FR","MED","4090","Heath & scrub"
"FR","ALP","5110","Sclerophyllous scrubs"
"FR","ATL","5110","Sclerophyllous scrubs"
"FR","CON","5110","Sclerophyllous scrubs"
"FR","MED","5110","Sclerophyllous scrubs"
"FR","ALP","5120","Sclerophyllous scrubs"
"FR","CON","5120","Sclerophyllous scrubs"
"FR","MED","5120","Sclerophyllous scrubs"
"FR","ALP","5130","Sclerophyllous scrubs"
"FR","ATL","5130","Sclerophyllous scrubs"
"FR","CON","5130","Sclerophyllous scrubs"
"FR","MED","5130","Sclerophyllous scrubs"
"FR","ALP","5210","Sclerophyllous scrubs"
"FR","MED","5210","Sclerophyllous scrubs"
"FR","MED","5310","Sclerophyllous scrubs"
"FR","MED","5320","Sclerophyllous scrubs"
"FR","MED","5330","Sclerophyllous scrubs"
"FR","MED","5410","Sclerophyllous scrubs"
"FR","ALP","6110","Grasslands"
"FR","ATL","6110","Grasslands"
"FR","CON","6110","Grasslands"
"FR","MED","6110","Grasslands"
"FR","ATL","6120","Grasslands"
"FR","CON","6120","Grasslands"
"FR","MED","6120","Grasslands"
"FR","ALP","6130","Grasslands"
"FR","ATL","6130","Grasslands"
"FR","MED","6130","Grasslands"
"FR","ALP","6140","Grasslands"
"FR","ALP","6150","Grasslands"
"FR","ALP","6170","Grasslands"
"FR","CON","6170","Grasslands"
"FR","MED","6170","Grasslands"
"FR","ALP","6210","Grasslands"
"FR","ATL","6210","Grasslands"
"FR","CON","6210","Grasslands"
"FR","MED","6210","Grasslands"
"FR","ATL","6220","Grasslands"
"FR","CON","6220","Grasslands"
"FR","MED","6220","Grasslands"
"FR","ALP","6230","Grasslands"
"FR","ATL","6230","Grasslands"
"FR","CON","6230","Grasslands"
"FR","MED","6230","Grasslands"
"FR","MED","6310","Grasslands"
"FR","ALP","6410","Grasslands"
"FR","ATL","6410","Grasslands"
"FR","CON","6410","Grasslands"
"FR","MED","6410","Grasslands"
"FR","ATL","6420","Grasslands"
"FR","MED","6420","Grasslands"
"FR","ALP","6430","Grasslands"
"FR","ATL","6430","Grasslands"
"FR","CON","6430","Grasslands"
"FR","MED","6430","Grasslands"
"FR","CON","6440","Grasslands"
"FR","ALP","6510","Grasslands"
"FR","ATL","6510","Grasslands"
"FR","CON","6510","Grasslands"
"FR","MED","6510","Grasslands"
"FR","ALP","6520","Grasslands"
"FR","CON","6520","Grasslands"
"FR","MED","6520","Grasslands"
"FR","ALP","7110","Bogs, mires & fens"
"FR","ATL","7110","Bogs, mires & fens"
"FR","CON","7110","Bogs, mires & fens"
"FR","MED","7110","Bogs, mires & fens"
"FR","ALP","7120","Bogs, mires & fens"
"FR","ATL","7120","Bogs, mires & fens"
"FR","CON","7120","Bogs, mires & fens"
"FR","ATL","7130","Bogs, mires & fens"
"FR","ALP","7140","Bogs, mires & fens"
"FR","ATL","7140","Bogs, mires & fens"
"FR","CON","7140","Bogs, mires & fens"
"FR","ALP","7150","Bogs, mires & fens"
"FR","ATL","7150","Bogs, mires & fens"
"FR","CON","7150","Bogs, mires & fens"
"FR","ALP","7210","Bogs, mires & fens"
"FR","ATL","7210","Bogs, mires & fens"
"FR","CON","7210","Bogs, mires & fens"
"FR","MED","7210","Bogs, mires & fens"
"FR","ALP","7220","Bogs, mires & fens"
"FR","ATL","7220","Bogs, mires & fens"
"FR","CON","7220","Bogs, mires & fens"
"FR","MED","7220","Bogs, mires & fens"
"FR","ALP","7230","Bogs, mires & fens"
"FR","ATL","7230","Bogs, mires & fens"
"FR","CON","7230","Bogs, mires & fens"
"FR","MED","7230","Bogs, mires & fens"
"FR","ALP","7240","Bogs, mires & fens"
"FR","CON","7240","Bogs, mires & fens"
"FR","MED","7240","Bogs, mires & fens"
"FR","ALP","8110","Rocky habitats"
"FR","CON","8110","Rocky habitats"
"FR","MED","8110","Rocky habitats"
"FR","ALP","8120","Rocky habitats"
"FR","CON","8120","Rocky habitats"
"FR","MED","8120","Rocky habitats"
"FR","ALP","8130","Rocky habitats"
