"country","region","habitatcode","habitatgroup"
"FR","ATL","8130","Rocky habitats"
"FR","CON","8130","Rocky habitats"
"FR","MED","8130","Rocky habitats"
"FR","ALP","8150","Rocky habitats"
"FR","ATL","8150","Rocky habitats"
"FR","CON","8150","Rocky habitats"
"FR","MED","8150","Rocky habitats"
"FR","ALP","8160","Rocky habitats"
"FR","ATL","8160","Rocky habitats"
"FR","CON","8160","Rocky habitats"
"FR","ALP","8210","Rocky habitats"
"FR","ATL","8210","Rocky habitats"
"FR","CON","8210","Rocky habitats"
"FR","MED","8210","Rocky habitats"
"FR","ALP","8220","Rocky habitats"
"FR","ATL","8220","Rocky habitats"
"FR","CON","8220","Rocky habitats"
"FR","MED","8220","Rocky habitats"
"FR","ALP","8230","Rocky habitats"
"FR","ATL","8230","Rocky habitats"
"FR","CON","8230","Rocky habitats"
"FR","MED","8230","Rocky habitats"
"FR","ALP","8240","Rocky habitats"
"FR","CON","8240","Rocky habitats"
"FR","MED","8240","Rocky habitats"
"FR","ALP","8310","Rocky habitats"
"FR","ATL","8310","Rocky habitats"
"FR","CON","8310","Rocky habitats"
"FR","MED","8310","Rocky habitats"
"FR","MATL","8330","Rocky habitats"
"FR","MMED","8330","Rocky habitats"
"FR","ALP","8340","Rocky habitats"
"FR","ALP","9110","Forests"
"FR","ATL","9110","Forests"
"FR","CON","9110","Forests"
"FR","ALP","9120","Forests"
"FR","ATL","9120","Forests"
"FR","CON","9120","Forests"
"FR","MED","9120","Forests"
"FR","ALP","9130","Forests"
"FR","ATL","9130","Forests"
"FR","CON","9130","Forests"
"FR","ALP","9140","Forests"
"FR","CON","9140","Forests"
"FR","ALP","9150","Forests"
"FR","ATL","9150","Forests"
"FR","CON","9150","Forests"
"FR","MED","9150","Forests"
"FR","ATL","9160","Forests"
"FR","CON","9160","Forests"
"FR","CON","9170","Forests"
"FR","ALP","9180","Forests"
"FR","ATL","9180","Forests"
"FR","CON","9180","Forests"
"FR","MED","9180","Forests"
"FR","ATL","9190","Forests"
"FR","CON","9190","Forests"
"FR","ATL","91A0","Forests"
"FR","MED","91B0","Forests"
"FR","ALP","91D0","Forests"
"FR","ATL","91D0","Forests"
"FR","CON","91D0","Forests"
"FR","ALP","91E0","Forests"
"FR","ATL","91E0","Forests"
"FR","CON","91E0","Forests"
"FR","MED","91E0","Forests"
"FR","ATL","91F0","Forests"
"FR","CON","91F0","Forests"
"FR","MED","91F0","Forests"
"FR","MED","9220","Forests"
"FR","ATL","9230","Forests"
"FR","ALP","9260","Forests"
"FR","CON","9260","Forests"
"FR","MED","9260","Forests"
"FR","CON","92A0","Forests"
"FR","MED","92A0","Forests"
"FR","MED","92D0","Forests"
"FR","MED","9320","Forests"
"FR","ATL","9330","Forests"
"FR","MED","9330","Forests"
"FR","ALP","9340","Forests"
"FR","ATL","9340","Forests"
"FR","MED","9340","Forests"
"FR","MED","9380","Forests"
"FR","ALP","9410","Forests"
"FR","CON","9410","Forests"
"FR","ALP","9420","Forests"
"FR","ALP","9430","Forests"
"FR","CON","9430","Forests"
"FR","MED","9430","Forests"
"FR","MED","9530","Forests"
"FR","MED","9540","Forests"
"FR","ALP","9560","Forests"
"FR","MED","9560","Forests"
"FR","MED","9580","Forests"
"HU","PAN","1530","Coastal habitats"
"HU","PAN","2340","Dunes habitats"
"HU","PAN","3130","Freshwater habitats"
"HU","PAN","3150","Freshwater habitats"
"HU","PAN","3160","Freshwater habitats"
"HU","PAN","3260","Freshwater habitats"
"HU","PAN","3270","Freshwater habitats"
"HU","PAN","4030","Heath & scrub"
"HU","PAN","40A0","Heath & scrub"
"HU","PAN","5130","Sclerophyllous scrubs"
"HU","PAN","6110","Grasslands"
"HU","PAN","6190","Grasslands"
"HU","PAN","6210","Grasslands"
"HU","PAN","6230","Grasslands"
"HU","PAN","6240","Grasslands"
"HU","PAN","6250","Grasslands"
"HU","PAN","6260","Grasslands"
"HU","PAN","6410","Grasslands"
"HU","PAN","6430","Grasslands"
"HU","PAN","6440","Grasslands"
"HU","PAN","6510","Grasslands"
"HU","PAN","6520","Grasslands"
"HU","PAN","7110","Bogs, mires & fens"
"HU","PAN","7140","Bogs, mires & fens"
"HU","PAN","7210","Bogs, mires & fens"
"HU","PAN","7220","Bogs, mires & fens"
"HU","PAN","7230","Bogs, mires & fens"
"HU","PAN","8150","Rocky habitats"
"HU","PAN","8160","Rocky habitats"
"HU","PAN","8210","Rocky habitats"
"HU","PAN","8220","Rocky habitats"
"HU","PAN","8230","Rocky habitats"
"HU","PAN","8310","Rocky habitats"
"HU","PAN","9110","Forests"
"HU","PAN","9130","Forests"
"HU","PAN","9150","Forests"
"HU","PAN","9180","Forests"
"HU","PAN","91E0","Forests"
"HU","PAN","91F0","Forests"
"HU","PAN","91G0","Forests"
"HU","PAN","91H0","Forests"
"HU","PAN","91I0","Forests"
"HU","PAN","91K0","Forests"
"HU","PAN","91L0","Forests"
"HU","PAN","91M0","Forests"
"HU","PAN","91N0","Forests"
"IE","MATL","1110","Coastal habitats"
"IE","MATL","1130","Coastal habitats"
"IE","MATL","1140","Coastal habitats"
"IE","ATL","1150","Coastal habitats"
"IE","MATL","1160","Coastal habitats"
"IE","MATL","1170","Coastal habitats"
"IE","ATL","1210","Coastal habitats"
"IE","ATL","1220","Coastal habitats"
"IE","ATL","1230","Coastal habitats"
"IE","ATL","1310","Coastal habitats"
"IE","ATL","1330","Coastal habitats"
"IE","ATL","1410","Coastal habitats"
"IE","ATL","1420","Coastal habitats"
"IE","ATL","2110","Dunes habitats"
"IE","ATL","2120","Dunes habitats"
"IE","ATL","2130","Dunes habitats"
"IE","ATL","2140","Dunes habitats"
"IE","ATL","2150","Dunes habitats"
"IE","ATL","2170","Dunes habitats"
"IE","ATL","2190","Dunes habitats"
"IE","ATL","21A0","Dunes habitats"
"IE","ATL","3110","Freshwater habitats"
"IE","ATL","3130","Freshwater habitats"
"IE","ATL","3140","Freshwater habitats"
"IE","ATL","3150","Freshwater habitats"
"IE","ATL","3160","Freshwater habitats"
"IE","ATL","3180","Freshwater habitats"
"IE","ATL","3260","Freshwater habitats"
"IE","ATL","3270","Freshwater habitats"
"IE","ATL","4010","Heath & scrub"
"IE","ATL","4030","Heath & scrub"
"IE","ATL","4060","Heath & scrub"
"IE","ATL","5130","Sclerophyllous scrubs"
"IE","ATL","6130","Grasslands"
"IE","ATL","6210","Grasslands"
"IE","ATL","6230","Grasslands"
"IE","ATL","6410","Grasslands"
"IE","ATL","6430","Grasslands"
"IE","ATL","6510","Grasslands"
"IE","ATL","7110","Bogs, mires & fens"
"IE","ATL","7120","Bogs, mires & fens"
"IE","ATL","7130","Bogs, mires & fens"
"IE","ATL","7140","Bogs, mires & fens"
"IE","ATL","7150","Bogs, mires & fens"
"IE","ATL","7210","Bogs, mires & fens"
"IE","ATL","7220","Bogs, mires & fens"
"IE","ATL","7230","Bogs, mires & fens"
"IE","ATL","8110","Rocky habitats"
"IE","ATL","8120","Rocky habitats"
"IE","ATL","8210","Rocky habitats"
"IE","ATL","8220","Rocky habitats"
"IE","ATL","8240","Rocky habitats"
"IE","ATL","8310","Rocky habitats"
"IE","MATL","8330","Rocky habitats"
"IE","ATL","91A0","Forests"
"IE","ATL","91D0","Forests"
"IE","ATL","91E0","Forests"
"IE","ATL","91J0","Forests"
"IT","MMED","1110","Coastal habitats"
"IT","MMED","1120","Coastal habitats"
"IT","MMED","1130","Coastal habitats"
"IT","MMED","1140","Coastal habitats"
"IT","MED","1150","Coastal habitats"
"IT","MMED","1160","Coastal habitats"
"IT","MMED","1170","Coastal habitats"
"IT","MMED","1180","Coastal habitats"
"IT","CON","1210","Coastal habitats"
"IT","MED","1210","Coastal habitats"
"IT","CON","1240","Coastal habitats"
"IT","MED","1240","Coastal habitats"
"IT","CON","1310","Coastal habitats"
"IT","MED","1310","Coastal habitats"
"IT","CON","1320","Coastal habitats"
"IT","CON","1340","Coastal habitats"
"IT","CON","1410","Coastal habitats"
"IT","MED","1410","Coastal habitats"
"IT","CON","1420","Coastal habitats"
"IT","MED","1420","Coastal habitats"
"IT","MED","1430","Coastal habitats"
"IT","MED","1510","Coastal habitats"
"IT","CON","2110","Dunes habitats"
"IT","MED","2110","Dunes habitats"
"IT","CON","2120","Dunes habitats"
"IT","MED","2120","Dunes habitats"
"IT","CON","2130","Dunes habitats"
"IT","CON","2160","Dunes habitats"
"IT","MED","2210","Dunes habitats"
"IT","CON","2230","Dunes habitats"
"IT","MED","2230","Dunes habitats"
"IT","MED","2240","Dunes habitats"
"IT","CON","2250","Dunes habitats"
"IT","MED","2250","Dunes habitats"
"IT","CON","2260","Dunes habitats"
"IT","MED","2260","Dunes habitats"
"IT","CON","2270","Dunes habitats"
"IT","MED","2270","Dunes habitats"
"IT","CON","2330","Dunes habitats"
"IT","ALP","3110","Freshwater habitats"
"IT","CON","3110","Freshwater habitats"
"IT","MED","3120","Freshwater habitats"
"IT","ALP","3130","Freshwater habitats"
"IT","CON","3130","Freshwater habitats"
"IT","MED","3130","Freshwater habitats"
"IT","ALP","3140","Freshwater habitats"
"IT","CON","3140","Freshwater habitats"
"IT","MED","3140","Freshwater habitats"
"IT","ALP","3150","Freshwater habitats"
"IT","CON","3150","Freshwater habitats"
"IT","MED","3150","Freshwater habitats"
"IT","ALP","3160","Freshwater habitats"
"IT","MED","3160","Freshwater habitats"
"IT","ALP","3170","Freshwater habitats"
"IT","CON","3170","Freshwater habitats"
"IT","MED","3170","Freshwater habitats"
"IT","ALP","3220","Freshwater habitats"
"IT","CON","3220","Freshwater habitats"
"IT","ALP","3230","Freshwater habitats"
"IT","CON","3230","Freshwater habitats"
"IT","ALP","3240","Freshwater habitats"
"IT","CON","3240","Freshwater habitats"
"IT","MED","3240","Freshwater habitats"
"IT","CON","3250","Freshwater habitats"
"IT","MED","3250","Freshwater habitats"
"IT","ALP","3260","Freshwater habitats"
"IT","CON","3260","Freshwater habitats"
"IT","MED","3260","Freshwater habitats"
"IT","ALP","3270","Freshwater habitats"
"IT","CON","3270","Freshwater habitats"
"IT","MED","3270","Freshwater habitats"
"IT","ALP","3280","Freshwater habitats"
"IT","CON","3280","Freshwater habitats"
"IT","MED","3280","Freshwater habitats"
"IT","MED","3290","Freshwater habitats"
"IT","ALP","4030","Heath & scrub"
"IT","CON","4030","Heath & scrub"
"IT","MED","4030","Heath & scrub"
"IT","ALP","4060","Heath & scrub"
"IT","CON","4060","Heath & scrub"
"IT","MED","4060","Heath & scrub"
"IT","ALP","4070","Heath & scrub"
"IT","ALP","4080","Heath & scrub"
"IT","ALP","4090","Heath & scrub"
"IT","MED","4090","Heath & scrub"
"IT","ALP","5110","Sclerophyllous scrubs"
"IT","CON","5110","Sclerophyllous scrubs"
"IT","MED","5110","Sclerophyllous scrubs"
"IT","ALP","5130","Sclerophyllous scrubs"
"IT","CON","5130","Sclerophyllous scrubs"
"IT","MED","5130","Sclerophyllous scrubs"
"IT","ALP","5210","Sclerophyllous scrubs"
"IT","CON","5210","Sclerophyllous scrubs"
"IT","MED","5210","Sclerophyllous scrubs"
"IT","MED","5220","Sclerophyllous scrubs"
"IT","CON","5230","Sclerophyllous scrubs"
"IT","MED","5230","Sclerophyllous scrubs"
"IT","CON","5310","Sclerophyllous scrubs"
"IT","MED","5310","Sclerophyllous scrubs"
"IT","MED","5320","Sclerophyllous scrubs"
"IT","CON","5330","Sclerophyllous scrubs"
"IT","MED","5330","Sclerophyllous scrubs"
"IT","MED","5410","Sclerophyllous scrubs"
"IT","MED","5420","Sclerophyllous scrubs"
"IT","MED","5430","Sclerophyllous scrubs"
"IT","ALP","6110","Grasslands"
"IT","CON","6110","Grasslands"
"IT","MED","6110","Grasslands"
"IT","CON","6130","Grasslands"
"IT","MED","6130","Grasslands"
"IT","ALP","6150","Grasslands"
"IT","CON","6150","Grasslands"
"IT","ALP","6170","Grasslands"
"IT","CON","6170","Grasslands"
"IT","MED","6170","Grasslands"
"IT","ALP","6210","Grasslands"
"IT","CON","6210","Grasslands"
"IT","MED","6210","Grasslands"
"IT","ALP","6220","Grasslands"
"IT","CON","6220","Grasslands"
"IT","MED","6220","Grasslands"
"IT","ALP","6230","Grasslands"
"IT","CON","6230","Grasslands"
"IT","MED","6230","Grasslands"
"IT","ALP","6240","Grasslands"
"IT","ALP","62A0","Grasslands"
"IT","CON","62A0","Grasslands"
"IT","MED","62A0","Grasslands"
"IT","MED","6310","Grasslands"
"IT","ALP","6410","Grasslands"
"IT","CON","6410","Grasslands"
"IT","MED","6410","Grasslands"
"IT","ALP","6420","Grasslands"
"IT","CON","6420","Grasslands"
"IT","MED","6420","Grasslands"
"IT","ALP","6430","Grasslands"
"IT","CON","6430","Grasslands"
"IT","MED","6430","Grasslands"
"IT","ALP","6510","Grasslands"
"IT","CON","6510","Grasslands"
"IT","MED","6510","Grasslands"
"IT","ALP","6520","Grasslands"
"IT","CON","6520","Grasslands"
"IT","ALP","7110","Bogs, mires & fens"
"IT","ALP","7120","Bogs, mires & fens"
"IT","ALP","7140","Bogs, mires & fens"
"IT","CON","7140","Bogs, mires & fens"
"IT","MED","7140","Bogs, mires & fens"
"IT","ALP","7150","Bogs, mires & fens"
"IT","CON","7150","Bogs, mires & fens"
"IT","MED","7150","Bogs, mires & fens"
"IT","ALP","7210","Bogs, mires & fens"
"IT","CON","7210","Bogs, mires & fens"
"IT","MED","7210","Bogs, mires & fens"
"IT","ALP","7220","Bogs, mires & fens"
"IT","CON","7220","Bogs, mires & fens"
"IT","MED","7220","Bogs, mires & fens"
"IT","ALP","7230","Bogs, mires & fens"
"IT","CON","7230","Bogs, mires & fens"
"IT","MED","7230","Bogs, mires & fens"
"IT","ALP","7240","Bogs, mires & fens"
"IT","ALP","8110","Rocky habitats"
"IT","CON","8110","Rocky habitats"
"IT","MED","8110","Rocky habitats"
"IT","ALP","8120","Rocky habitats"
"IT","CON","8120","Rocky habitats"
"IT","MED","8120","Rocky habitats"
"IT","ALP","8130","Rocky habitats"
"IT","CON","8130","Rocky habitats"
"IT","MED","8130","Rocky habitats"
"IT","ALP","8210","Rocky habitats"
"IT","CON","8210","Rocky habitats"
"IT","MED","8210","Rocky habitats"
"IT","ALP","8220","Rocky habitats"
"IT","CON","8220","Rocky habitats"
"IT","MED","8220","Rocky habitats"
"IT","ALP","8230","Rocky habitats"
"IT","CON","8230","Rocky habitats"
"IT","MED","8230","Rocky habitats"
"IT","ALP","8240","Rocky habitats"
"IT","CON","8240","Rocky habitats"
"IT","MED","8240","Rocky habitats"
"IT","ALP","8310","Rocky habitats"
"IT","CON","8310","Rocky habitats"
"IT","MED","8310","Rocky habitats"
"IT","MED","8320","Rocky habitats"
"IT","MMED","8330","Rocky habitats"
"IT","ALP","8340","Rocky habitats"
"IT","ALP","9110","Forests"
"IT","CON","9110","Forests"
"IT","MED","9110","Forests"
"IT","ALP","9120","Forests"
"IT","CON","9120","Forests"
"IT","MED","9120","Forests"
"IT","ALP","9130","Forests"
"IT","CON","9130","Forests"
"IT","ALP","9140","Forests"
"IT","ALP","9150","Forests"
"IT","ALP","9160","Forests"
"IT","CON","9160","Forests"
"IT","MED","9160","Forests"
"IT","ALP","9170","Forests"
"IT","ALP","9180","Forests"
"IT","CON","9180","Forests"
"IT","MED","9180","Forests"
"IT","CON","9190","Forests"
"IT","ALP","91AA","Forests"
"IT","CON","91AA","Forests"
"IT","MED","91AA","Forests"
"IT","CON","91B0","Forests"
"IT","MED","91B0","Forests"
"IT","ALP","91D0","Forests"
"IT","ALP","91E0","Forests"
"IT","CON","91E0","Forests"
"IT","MED","91E0","Forests"
"IT","ALP","91F0","Forests"
"IT","CON","91F0","Forests"
"IT","MED","91F0","Forests"
"IT","ALP","91H0","Forests"
"IT","ALP","91K0","Forests"
"IT","ALP","91L0","Forests"
"IT","CON","91L0","Forests"
"IT","MED","91L0","Forests"
"IT","CON","91M0","Forests"
"IT","MED","91M0","Forests"
"IT","ALP","9210","Forests"
"IT","CON","9210","Forests"
"IT","MED","9210","Forests"
"IT","ALP","9220","Forests"
"IT","CON","9220","Forests"
"IT","MED","9220","Forests"
"IT","MED","9250","Forests"
"IT","ALP","9260","Forests"
"IT","CON","9260","Forests"
"IT","MED","9260","Forests"
"IT","ALP","92A0","Forests"
"IT","CON","92A0","Forests"
"IT","MED","92A0","Forests"
"IT","MED","92C0","Forests"
"IT","MED","92D0","Forests"
"IT","MED","9320","Forests"
"IT","MED","9330","Forests"
"IT","ALP","9340","Forests"
"IT","CON","9340","Forests"
"IT","MED","9340","Forests"
"IT","MED","9350","Forests"
"IT","MED","9380","Forests"
"IT","ALP","9410","Forests"
"IT","CON","9410","Forests"
"IT","ALP","9420","Forests"
"IT","ALP","9430","Forests"
"IT","CON","9430","Forests"
"IT","ALP","9510","Forests"
"IT","MED","9510","Forests"
"IT","ALP","9530","Forests"
"IT","CON","9530","Forests"
"IT","MED","9530","Forests"
"IT","CON","9540","Forests"
"IT","MED","9540","Forests"
"IT","ALP","9560","Forests"
"IT","MED","9580","Forests"
"IT","MED","95A0","Forests"
"LT","MBAL","1130","Coastal habitats"
"LT","BOR","1150","Coastal habitats"
"LT","MBAL","1170","Coastal habitats"
"LT","BOR","2110","Dunes habitats"
"LT","BOR","2120","Dunes habitats"
"LT","BOR","2130","Dunes habitats"
"LT","BOR","2140","Dunes habitats"
"LT","BOR","2170","Dunes habitats"
"LT","BOR","2180","Dunes habitats"
"LT","BOR","2190","Dunes habitats"
"LT","BOR","2320","Dunes habitats"
"LT","BOR","2330","Dunes habitats"
"LT","BOR","3130","Freshwater habitats"
"LT","BOR","3140","Freshwater habitats"
"LT","BOR","3150","Freshwater habitats"
"LT","BOR","3160","Freshwater habitats"
"LT","BOR","3190","Freshwater habitats"
"LT","BOR","3260","Freshwater habitats"
"LT","BOR","3270","Freshwater habitats"
"LT","BOR","4030","Heath & scrub"
"LT","BOR","5130","Sclerophyllous scrubs"
"LT","BOR","6120","Grasslands"
"LT","BOR","6210","Grasslands"
"LT","BOR","6230","Grasslands"
"LT","BOR","6270","Grasslands"
"LT","BOR","6410","Grasslands"
"LT","BOR","6430","Grasslands"
"LT","BOR","6450","Grasslands"
"LT","BOR","6510","Grasslands"
"LT","BOR","6530","Grasslands"
"LT","BOR","7110","Bogs, mires & fens"
"LT","BOR","7120","Bogs, mires & fens"
"LT","BOR","7140","Bogs, mires & fens"
"LT","BOR","7150","Bogs, mires & fens"
"LT","BOR","7160","Bogs, mires & fens"
"LT","BOR","7210","Bogs, mires & fens"
"LT","BOR","7220","Bogs, mires & fens"
"LT","BOR","7230","Bogs, mires & fens"
"LT","BOR","8210","Rocky habitats"
"LT","BOR","8220","Rocky habitats"
"LT","BOR","8310","Rocky habitats"
"LT","BOR","9010","Forests"
"LT","BOR","9020","Forests"
"LT","BOR","9050","Forests"
"LT","BOR","9060","Forests"
"LT","BOR","9070","Forests"
"LT","BOR","9080","Forests"
"LT","BOR","9160","Forests"
"LT","BOR","9180","Forests"
"LT","BOR","9190","Forests"
"LT","BOR","91D0","Forests"
"LT","BOR","91E0","Forests"
"LT","BOR","91F0","Forests"
"LT","BOR","91T0","Forests"
"LU","CON","3130","Freshwater habitats"
"LU","CON","3140","Freshwater habitats"
"LU","CON","3150","Freshwater habitats"
"LU","CON","3260","Freshwater habitats"
"LU","CON","4030","Heath & scrub"
"LU","CON","5110","Sclerophyllous scrubs"
"LU","CON","5130","Sclerophyllous scrubs"
"LU","CON","6110","Grasslands"
"LU","CON","6210","Grasslands"
"LU","CON","6230","Grasslands"
"LU","CON","6410","Grasslands"
"LU","CON","6430","Grasslands"
"LU","CON","6510","Grasslands"
"LU","CON","7140","Bogs, mires & fens"
"LU","CON","7220","Bogs, mires & fens"
"LU","CON","8150","Rocky habitats"
"LU","CON","8160","Rocky habitats"
"LU","CON","8210","Rocky habitats"
"LU","CON","8220","Rocky habitats"
"LU","CON","8230","Rocky habitats"
"LU","CON","8310","Rocky habitats"
"LU","CON","9110","Forests"
"LU","CON","9130","Forests"
"LU","CON","9150","Forests"
"LU","CON","9160","Forests"
"LU","CON","9180","Forests"
"LU","CON","91D0","Forests"
"LU","CON","91E0","Forests"
"LV","BOR","1150","Coastal habitats"
"LV","MBAL","1170","Coastal habitats"
"LV","BOR","1210","Coastal habitats"
"LV","BOR","1220","Coastal habitats"
"LV","BOR","1230","Coastal habitats"
"LV","BOR","1310","Coastal habitats"
"LV","BOR","1630","Coastal habitats"
"LV","BOR","1640","Coastal habitats"
"LV","BOR","2110","Dunes habitats"
"LV","BOR","2120","Dunes habitats"
"LV","BOR","2130","Dunes habitats"
"LV","BOR","2140","Dunes habitats"
"LV","BOR","2170","Dunes habitats"
"LV","BOR","2180","Dunes habitats"
"LV","BOR","2190","Dunes habitats"
"LV","BOR","2320","Dunes habitats"
"LV","BOR","2330","Dunes habitats"
"LV","BOR","3130","Freshwater habitats"
"LV","BOR","3140","Freshwater habitats"
"LV","BOR","3150","Freshwater habitats"
"LV","BOR","3160","Freshwater habitats"
"LV","BOR","3190","Freshwater habitats"
"LV","BOR","3260","Freshwater habitats"
"LV","BOR","3270","Freshwater habitats"
"LV","BOR","4010","Heath & scrub"
"LV","BOR","4030","Heath & scrub"
"LV","BOR","5130","Sclerophyllous scrubs"
"LV","BOR","6110","Grasslands"
"LV","BOR","6120","Grasslands"
"LV","BOR","6210","Grasslands"
"LV","BOR","6230","Grasslands"
"LV","BOR","6270","Grasslands"
"LV","BOR","6410","Grasslands"
"LV","BOR","6430","Grasslands"
"LV","BOR","6450","Grasslands"
"LV","BOR","6510","Grasslands"
"LV","BOR","6530","Grasslands"
"LV","BOR","7110","Bogs, mires & fens"
"LV","BOR","7120","Bogs, mires & fens"
"LV","BOR","7140","Bogs, mires & fens"
"LV","BOR","7150","Bogs, mires & fens"
"LV","BOR","7160","Bogs, mires & fens"
"LV","BOR","7210","Bogs, mires & fens"
"LV","BOR","7220","Bogs, mires & fens"
"LV","BOR","7230","Bogs, mires & fens"
"LV","BOR","8210","Rocky habitats"
"LV","BOR","8220","Rocky habitats"
"LV","BOR","8310","Rocky habitats"
"LV","BOR","9010","Forests"
"LV","BOR","9020","Forests"
"LV","BOR","9060","Forests"
"LV","BOR","9080","Forests"
"LV","BOR","9160","Forests"
"LV","BOR","9180","Forests"
"LV","BOR","91D0","Forests"
"LV","BOR","91E0","Forests"
"LV","BOR","91F0","Forests"
"MT","MMED","1110","Coastal habitats"
"MT","MMED","1120","Coastal habitats"
"MT","MED","1150","Coastal habitats"
"MT","MMED","1170","Coastal habitats"
"MT","MED","1210","Coastal habitats"
"MT","MED","1240","Coastal habitats"
"MT","MED","1310","Coastal habitats"
"MT","MED","1410","Coastal habitats"
"MT","MED","1420","Coastal habitats"
"MT","MED","1510","Coastal habitats"
"MT","MED","2110","Dunes habitats"
"MT","MED","2210","Dunes habitats"
"MT","MED","2220","Dunes habitats"
"MT","MED","3140","Freshwater habitats"
"MT","MED","3170","Freshwater habitats"
"MT","MED","5230","Sclerophyllous scrubs"
"MT","MED","5330","Sclerophyllous scrubs"
"MT","MED","5410","Sclerophyllous scrubs"
"MT","MED","5420","Sclerophyllous scrubs"
"MT","MED","5430","Sclerophyllous scrubs"
"MT","MED","6220","Grasslands"
"MT","MED","8210","Rocky habitats"
"MT","MED","8310","Rocky habitats"
"MT","MMED","8330","Rocky habitats"
"MT","MED","92A0","Forests"
"MT","MED","92D0","Forests"
"MT","MED","9320","Forests"
"MT","MED","9340","Forests"
"MT","MED","9540","Forests"
"MT","MED","9570","Forests"
"NL","MATL","1110","Coastal habitats"
"NL","MATL","1130","Coastal habitats"
"NL","MATL","1140","Coastal habitats"
"NL","MATL","1160","Coastal habitats"
"NL","MATL","1170","Coastal habitats"
"NL","ATL","1310","Coastal habitats"
"NL","ATL","1320","Coastal habitats"
"NL","ATL","1330","Coastal habitats"
"NL","ATL","2110","Dunes habitats"
"NL","ATL","2120","Dunes habitats"
"NL","ATL","2130","Dunes habitats"
"NL","ATL","2140","Dunes habitats"
"NL","ATL","2150","Dunes habitats"
"NL","ATL","2160","Dunes habitats"
"NL","ATL","2170","Dunes habitats"
"NL","ATL","2180","Dunes habitats"
"NL","ATL","2190","Dunes habitats"
"NL","ATL","2310","Dunes habitats"
"NL","ATL","2320","Dunes habitats"
"NL","ATL","2330","Dunes habitats"
"NL","ATL","3110","Freshwater habitats"
"NL","ATL","3130","Freshwater habitats"
"NL","ATL","3140","Freshwater habitats"
"NL","ATL","3150","Freshwater habitats"
"NL","ATL","3160","Freshwater habitats"
"NL","ATL","3260","Freshwater habitats"
"NL","ATL","3270","Freshwater habitats"
"NL","ATL","4010","Heath & scrub"
"NL","ATL","4030","Heath & scrub"
"NL","ATL","5130","Sclerophyllous scrubs"
"NL","ATL","6110","Grasslands"
"NL","ATL","6120","Grasslands"
"NL","ATL","6130","Grasslands"
"NL","ATL","6210","Grasslands"
"NL","ATL","6230","Grasslands"
"NL","ATL","6410","Grasslands"
"NL","ATL","6430","Grasslands"
"NL","ATL","6510","Grasslands"
"NL","ATL","7110","Bogs, mires & fens"
"NL","ATL","7120","Bogs, mires & fens"
"NL","ATL","7140","Bogs, mires & fens"
"NL","ATL","7150","Bogs, mires & fens"
"NL","ATL","7210","Bogs, mires & fens"
"NL","ATL","7220","Bogs, mires & fens"
"NL","ATL","7230","Bogs, mires & fens"
"NL","ATL","9110","Forests"
"NL","ATL","9120","Forests"
"NL","ATL","9160","Forests"
"NL","ATL","9190","Forests"
"NL","ATL","91D0","Forests"
"NL","ATL","91E0","Forests"
"NL","ATL","91F0","Forests"
"PL","MBAL","1110","Coastal habitats"
"PL","MBAL","1130","Coastal habitats"
"PL","CON","1150","Coastal habitats"
"PL","MBAL","1160","Coastal habitats"
"PL","MBAL","1170","Coastal habitats"
"PL","CON","1210","Coastal habitats"
"PL","CON","1230","Coastal habitats"
"PL","CON","1310","Coastal habitats"
"PL","CON","1330","Coastal habitats"
"PL","CON","1340","Coastal habitats"
"PL","CON","2110","Dunes habitats"
"PL","CON","2120","Dunes habitats"
"PL","CON","2130","Dunes habitats"
"PL","CON","2140","Dunes habitats"
"PL","CON","2160","Dunes habitats"
"PL","CON","2170","Dunes habitats"
"PL","CON","2180","Dunes habitats"
"PL","CON","2190","Dunes habitats"
"PL","CON","2330","Dunes habitats"
"PL","CON","3110","Freshwater habitats"
"PL","CON","3130","Freshwater habitats"
"PL","CON","3140","Freshwater habitats"
"PL","ALP","3150","Freshwater habitats"
"PL","CON","3150","Freshwater habitats"
"PL","ALP","3160","Freshwater habitats"
"PL","CON","3160","Freshwater habitats"
"PL","ALP","3220","Freshwater habitats"
"PL","CON","3220","Freshwater habitats"
"PL","ALP","3230","Freshwater habitats"
"PL","ALP","3240","Freshwater habitats"
"PL","CON","3260","Freshwater habitats"
"PL","CON","3270","Freshwater habitats"
"PL","CON","4010","Heath & scrub"
"PL","CON","4030","Heath & scrub"
"PL","ALP","4060","Heath & scrub"
"PL","CON","4060","Heath & scrub"
"PL","ALP","4070","Heath & scrub"
"PL","CON","4070","Heath & scrub"
"PL","ALP","4080","Heath & scrub"
"PL","CON","4080","Heath & scrub"
"PL","CON","40A0","Heath & scrub"
"PL","ALP","5130","Sclerophyllous scrubs"
"PL","CON","5130","Sclerophyllous scrubs"
"PL","CON","6110","Grasslands"
"PL","CON","6120","Grasslands"
"PL","CON","6130","Grasslands"
"PL","ALP","6150","Grasslands"
"PL","CON","6150","Grasslands"
"PL","ALP","6170","Grasslands"
"PL","CON","6190","Grasslands"
"PL","ALP","6210","Grasslands"
"PL","CON","6210","Grasslands"
"PL","ALP","6230","Grasslands"
"PL","CON","6230","Grasslands"
"PL","ALP","6410","Grasslands"
"PL","CON","6410","Grasslands"
"PL","ALP","6430","Grasslands"
